source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
M1040,Behavior Prevention on Endpoint,Mitigation,MITIGATES,T1055.003,Thread Execution Hijacking,Technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
M1040,Behavior Prevention on Endpoint,Mitigation,MITIGATES,T1055.005,Thread Local Storage,Technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
M1040,Behavior Prevention on Endpoint,Mitigation,MITIGATES,T1055.014,VDSO Hijacking,Technique,Some endpoint security solutions can be configured to block some types of process injection based on common sequences of behavior that occur during the injection process. 
M1046,Boot Integrity,Mitigation,MITIGATES,T1542.003,Bootkit,Technique,Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
M1046,Boot Integrity,Mitigation,MITIGATES,T1553.006,Code Signing Policy Modification,Technique,Use of Secure Boot may prevent some implementations of modification to code signing policies.(Citation: Microsoft TESTSIGNING Feb 2021)
M1046,Boot Integrity,Mitigation,MITIGATES,T1195.003,Compromise Hardware Supply Chain,Technique,Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
M1046,Boot Integrity,Mitigation,MITIGATES,T1601.002,Downgrade System Image,Technique,"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
M1046,Boot Integrity,Mitigation,MITIGATES,T1495,Firmware Corruption,Technique,Check the integrity of the existing BIOS and device firmware to determine if it is vulnerable to modification.
M1046,Boot Integrity,Mitigation,MITIGATES,T1601,Modify System Image,Technique,"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
M1046,Boot Integrity,Mitigation,MITIGATES,T1601.001,Patch System Image,Technique,"Some vendors of embedded network devices provide cryptographic signing to ensure the integrity of operating system images at boot time.  Implement where available, following vendor guidelines. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot)"
M1046,Boot Integrity,Mitigation,MITIGATES,T1542,Pre-OS Boot,Technique,Use Trusted Platform Module technology and a secure or trusted boot process to prevent system integrity from being compromised. Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. (Citation: TCG Trusted Platform Module) (Citation: TechNet Secure Boot Process)
M1046,Boot Integrity,Mitigation,MITIGATES,T1542.004,ROMMONkit,Technique,"Enable secure boot features to validate the digital signature of the boot environment and system image using a special purpose hardware device. If the validation check fails, the device will fail to boot preventing loading of unauthorized software. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot) "
M1046,Boot Integrity,Mitigation,MITIGATES,T1542.001,System Firmware,Technique,Check the integrity of the existing BIOS or EFI to determine if it is vulnerable to modification. Use Trusted Platform Module technology. (Citation: TCG Trusted Platform Module) Move system's root of trust to hardware to prevent tampering with the SPI flash memory.(Citation: ESET LoJax Sept 2018) Technologies such as Intel Boot Guard can assist with this. (Citation: Intel Hardware-based Security Technologies)
M1046,Boot Integrity,Mitigation,MITIGATES,T1542.005,TFTP Boot,Technique,"Enable secure boot features to validate the digital signature of the boot environment and system image using a special purpose hardware device. If the validation check fails, the device will fail to boot preventing loading of unauthorized software. (Citation: Cisco IOS Software Integrity Assurance - Secure Boot) "
M1045,Code Signing,Mitigation,MITIGATES,T1059.002,AppleScript,Technique,Require that all AppleScript be signed by a trusted developer ID before being executed - this will prevent random AppleScript code from executing.(Citation: applescript signing) This subjects AppleScript code to the same scrutiny as other .app files passing through Gatekeeper.
M1045,Code Signing,Mitigation,MITIGATES,T1059,Command and Scripting Interpreter,Technique,"Where possible, only permit execution of signed scripts."
M1045,Code Signing,Mitigation,MITIGATES,T1554,Compromise Client Software Binary,Technique,Ensure all application component binaries are signed by the correct application developers.
M1045,Code Signing,Mitigation,MITIGATES,T1601.002,Downgrade System Image,Technique,Many vendors provide digitally signed operating system images to validate the integrity of the software used on their platform.  Make use of this feature where possible in order to prevent and/or detect attempts by adversaries to compromise the system image. (Citation: Cisco IOS Software Integrity Assurance - Deploy Signed IOS)
M1045,Code Signing,Mitigation,MITIGATES,T1525,Implant Internal Image,Technique,Several cloud service providers support content trust models that require container images be signed by trusted sources.(Citation: Content trust in Azure Container Registry)(Citation: Content trust in Docker)
M1045,Code Signing,Mitigation,MITIGATES,T1036.001,Invalid Code Signature,Technique,Require signed binaries.
M1045,Code Signing,Mitigation,MITIGATES,T1546.006,LC_LOAD_DYLIB Addition,Technique,Enforce that all binaries be signed by the correct Apple Developer IDs.
M1045,Code Signing,Mitigation,MITIGATES,T1204.003,Malicious Image,Technique,Utilize a trust model such as Docker Content Trust with digital signatures to ensure runtime verification of the integrity and publisher of specific image tags.(Citation: Content trust in Docker)(Citation: Content trust in Azure Container Registry)
M1045,Code Signing,Mitigation,MITIGATES,T1036,Masquerading,Technique,Require signed binaries.
M1045,Code Signing,Mitigation,MITIGATES,T1036.005,Match Legitimate Name or Location,Technique,Require signed binaries and images.
M1045,Code Signing,Mitigation,MITIGATES,T1601,Modify System Image,Technique,Many vendors provide digitally signed operating system images to validate the integrity of the software used on their platform.  Make use of this feature where possible in order to prevent and/or detect attempts by adversaries to compromise the system image. (Citation: Cisco IOS Software Integrity Assurance - Deploy Signed IOS)
M1045,Code Signing,Mitigation,MITIGATES,T1601.001,Patch System Image,Technique,Many vendors provide digitally signed operating system images to validate the integrity of the software used on their platform.  Make use of this feature where possible in order to prevent and/or detect attempts by adversaries to compromise the system image. (Citation: Cisco IOS Software Integrity Assurance - Deploy Signed IOS)
M1045,Code Signing,Mitigation,MITIGATES,T1059.001,PowerShell,Technique,Set PowerShell execution policy to execute only signed scripts.
M1045,Code Signing,Mitigation,MITIGATES,T1546.013,PowerShell Profile,Technique,Enforce execution of only signed PowerShell scripts. Sign profiles to avoid them from being modified.
M1045,Code Signing,Mitigation,MITIGATES,T1505.001,SQL Stored Procedures,Technique,Ensure all application component binaries are signed by the correct application developers. 
M1045,Code Signing,Mitigation,MITIGATES,T1505,Server Software Component,Technique,Ensure all application component binaries are signed by the correct application developers.
