ID,name,description,url,created,last modified,version,platforms,aliases,type,contributors
S0369,CoinTicker,[CoinTicker](https://attack.mitre.org/software/S0369) is a malicious application that poses as a cryptocurrency price ticker and installs components of the open source backdoors EvilOSX and EggShell.(Citation: CoinTicker 2019),https://attack.mitre.org/software/S0369,23-Apr-19,30-Mar-20,1.1,macOS,,Malware,"Richie Cyrus, SpecterOps"
S0126,ComRAT,"[ComRAT](https://attack.mitre.org/software/S0126) is a second stage implant suspected of being a descendant of [Agent.btz](https://attack.mitre.org/software/S0092) and used by [Turla](https://attack.mitre.org/groups/G0010). The first version of [ComRAT](https://attack.mitre.org/software/S0126) was identified in 2007, but the tool has undergone substantial development for many years since.(Citation: Symantec Waterbug)(Citation: NorthSec 2015 GData Uroburos Tools)(Citation: ESET ComRAT May 2020)",https://attack.mitre.org/software/S0126,31-May-17,23-Dec-20,1.2,Windows,,Malware,"Matthieu Faou, ESET"
S0244,Comnie,[Comnie](https://attack.mitre.org/software/S0244) is a remote backdoor which has been used in attacks in East Asia. (Citation: Palo Alto Comnie),https://attack.mitre.org/software/S0244,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0591,ConnectWise,[ConnectWise](https://attack.mitre.org/software/S0591) is a legitimate remote administration tool that has been used since at least 2016 by threat actors including [MuddyWater](https://attack.mitre.org/groups/G0069) and [GOLD SOUTHFIELD](https://attack.mitre.org/groups/G0115) to connect to and conduct lateral movement in target environments.(Citation: Anomali Static Kitten February 2021)(Citation: Trend Micro Muddy Water March 2021),https://attack.mitre.org/software/S0591,18-Mar-21,18-Mar-21,1,Windows,ScreenConnect,Tool,
S0575,Conti,"[Conti](https://attack.mitre.org/software/S0575) is a Ransomware-as-a-Service that was first observed in December 2019, and has being distributed via [TrickBot](https://attack.mitre.org/software/S0266). It has been used against major corporations and government agencies, particularly those in North America. As with other ransomware families, actors using [Conti](https://attack.mitre.org/software/S0575) steal sensitive files and information from compromised networks, and threaten to publish this data unless the ransom is paid.(Citation: Cybereason Conti Jan 2021)(Citation: CarbonBlack Conti July 2020)(Citation: Cybleinc Conti January 2020)",https://attack.mitre.org/software/S0575,17-Feb-21,27-Apr-21,1,Windows,,Malware,"Daniyal Naeem, BT Security"
S0492,CookieMiner,[CookieMiner](https://attack.mitre.org/software/S0492) is mac-based malware that targets information associated with cryptocurrency exchanges as well as enabling cryptocurrency mining on the victim system itself. It was first discovered in the wild in 2019.(Citation: Unit42 CookieMiner Jan 2019),https://attack.mitre.org/software/S0492,22-Jul-20,22-Oct-20,1,macOS,,Malware,
S0050,CosmicDuke,[CosmicDuke](https://attack.mitre.org/software/S0050) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2010 to 2015. (Citation: F-Secure The Dukes),https://attack.mitre.org/software/S0050,31-May-17,28-Mar-20,1.1,Windows,"BotgenStudios, NemesisGemina, TinyBaron",Malware,
S0046,CozyCar,"[CozyCar](https://attack.mitre.org/software/S0046) is malware that was used by [APT29](https://attack.mitre.org/groups/G0016) from 2010 to 2015. It is a modular malware platform, and its backdoor component can be instructed to download and execute a variety of modules with different functionality. (Citation: F-Secure The Dukes)",https://attack.mitre.org/software/S0046,31-May-17,28-Mar-20,1.2,Windows,"Cozer, CozyBear, CozyDuke, EuroAPT",Malware,
S0488,CrackMapExec,"[CrackMapExec](https://attack.mitre.org/software/S0488), or CME, is a post-exploitation tool developed in Python and designed for penetration testing against networks. [CrackMapExec](https://attack.mitre.org/software/S0488) collects Active Directory information to conduct lateral movement through targeted networks.(Citation: CME Github September 2018)",https://attack.mitre.org/software/S0488,17-Jul-20,29-Jul-20,1,Windows,,Tool,
S0115,Crimson,[Crimson](https://attack.mitre.org/software/S0115) is malware used as part of a campaign known as Operation Transparent Tribe that targeted Indian diplomatic and military victims. (Citation: Proofpoint Operation Transparent Tribe March 2016),https://attack.mitre.org/software/S0115,31-May-17,30-Mar-20,1.1,Windows,MSIL/Crimson,Malware,
S0235,CrossRAT,[CrossRAT](https://attack.mitre.org/software/S0235) is a cross platform RAT.,https://attack.mitre.org/software/S0235,17-Oct-18,30-Mar-20,1.1,"Linux, Windows, macOS",,Malware,
S0538,Crutch,[Crutch](https://attack.mitre.org/software/S0538) is a backdoor designed for document theft that has been used by [Turla](https://attack.mitre.org/groups/G0010) since at least 2015.(Citation: ESET Crutch December 2020),https://attack.mitre.org/software/S0538,4-Dec-20,22-Dec-20,1,Windows,,Malware,
S0498,Cryptoistic,"[Cryptoistic](https://attack.mitre.org/software/S0498) is a backdoor, written in Swift, that has been used by [Lazarus Group](https://attack.mitre.org/groups/G0032).(Citation: SentinelOne Lazarus macOS July 2020)",https://attack.mitre.org/software/S0498,10-Aug-20,18-Aug-20,1,macOS,,Malware,
S0255,DDKONG,[DDKONG](https://attack.mitre.org/software/S0255) is a malware sample that was part of a campaign by [Rancor](https://attack.mitre.org/groups/G0075). [DDKONG](https://attack.mitre.org/software/S0255) was first seen used in February 2017. (Citation: Rancor Unit42 June 2018),https://attack.mitre.org/software/S0255,17-Oct-18,17-Oct-18,1,Windows,,Malware,
S0213,DOGCALL,[DOGCALL](https://attack.mitre.org/software/S0213) is a backdoor used by [APT37](https://attack.mitre.org/groups/G0067) that has been used to target South Korean government and military organizations in 2017. It is typically dropped using a Hangul Word Processor (HWP) exploit. (Citation: FireEye APT37 Feb 2018),https://attack.mitre.org/software/S0213,18-Apr-18,30-Mar-20,1.2,Windows,,Malware,
S0497,Dacls,[Dacls](https://attack.mitre.org/software/S0497) is a multi-platform remote access tool used by [Lazarus Group](https://attack.mitre.org/groups/G0032) since at least December 2019.(Citation: TrendMicro macOS Dacls May 2020)(Citation: SentinelOne Lazarus macOS July 2020),https://attack.mitre.org/software/S0497,7-Aug-20,2-Sep-20,1,"Linux, Windows, macOS",,Malware,
S0334,DarkComet,[DarkComet](https://attack.mitre.org/software/S0334) is a Windows remote administration tool and backdoor.(Citation: TrendMicro DarkComet Sept 2014)(Citation: Malwarebytes DarkComet March 2018),https://attack.mitre.org/software/S0334,29-Jan-19,28-Mar-20,1.1,Windows,"DarkKomet, FYNLOS, Fynloski, Krademok",Malware,
S0187,Daserf,"[Daserf](https://attack.mitre.org/software/S0187) is a backdoor that has been used to spy on and steal from Japanese, South Korean, Russian, Singaporean, and Chinese victims. Researchers have identified versions written in both Visual C and Delphi. (Citation: Trend Micro Daserf Nov 2017) (Citation: Secureworks BRONZE BUTLER Oct 2017)",https://attack.mitre.org/software/S0187,16-Jan-18,30-Mar-20,1.1,Windows,"Muirim, Nioupale",Malware,
S0243,DealersChoice,[DealersChoice](https://attack.mitre.org/software/S0243) is a Flash exploitation framework used by [APT28](https://attack.mitre.org/groups/G0007). (Citation: Sofacy DealersChoice),https://attack.mitre.org/software/S0243,17-Oct-18,30-Mar-20,1.1,Windows,,Malware,
S0354,Denis,[Denis](https://attack.mitre.org/software/S0354) is a Windows backdoor and Trojan used by [APT32](https://attack.mitre.org/groups/G0050). [Denis](https://attack.mitre.org/software/S0354) shares several similarities to the [SOUNDBITE](https://attack.mitre.org/software/S0157) backdoor and has been used in conjunction with the [Goopy](https://attack.mitre.org/software/S0477) backdoor.(Citation: Cybereason Oceanlotus May 2017),https://attack.mitre.org/software/S0354,30-Jan-19,30-Jun-20,1.1,Windows,,Malware,
S0021,Derusbi,[Derusbi](https://attack.mitre.org/software/S0021) is malware used by multiple Chinese APT groups. (Citation: Novetta-Axiom) (Citation: ThreatConnect Anthem) Both Windows and Linux variants have been observed. (Citation: Fidelis Turbo),https://attack.mitre.org/software/S0021,31-May-17,30-Mar-20,1.1,"Linux, Windows",PHOTO,Malware,
S0200,Dipsind,[Dipsind](https://attack.mitre.org/software/S0200) is a malware family of backdoors that appear to be used exclusively by [PLATINUM](https://attack.mitre.org/groups/G0068). (Citation: Microsoft PLATINUM April 2016),https://attack.mitre.org/software/S0200,18-Apr-18,30-Mar-20,1.1,Windows,,Malware,Ryan Becwar
S0281,Dok,[Dok](https://attack.mitre.org/software/S0281) steals banking information through man-in-the-middle  (Citation: objsee mac malware 2017).,https://attack.mitre.org/software/S0281,17-Oct-18,19-Mar-20,1.1,macOS,Retefe,Malware,
S0600,Doki,[Doki](https://attack.mitre.org/software/S0600) is a backdoor that uses a unique Dogecoin-based Domain Generation Algorithm and was first observed in July 2020. [Doki](https://attack.mitre.org/software/S0600) was used in conjunction with the [Ngrok](https://attack.mitre.org/software/S0508) Mining Botnet in a campaign that targeted Docker servers in cloud platforms. (Citation: Intezer Doki July 20),https://attack.mitre.org/software/S0600,6-Apr-21,19-Apr-21,1,"Containers, Linux",,Malware,Center for Threat-Informed Defense (CTID)
S0186,DownPaper,[DownPaper](https://attack.mitre.org/software/S0186) is a backdoor Trojan; its main functionality is to download and run second stage malware. (Citation: ClearSky Charming Kitten Dec 2017),https://attack.mitre.org/software/S0186,16-Jan-18,30-Mar-20,1.1,Windows,,Malware,
S0134,Downdelph,[Downdelph](https://attack.mitre.org/software/S0134) is a first-stage downloader written in Delphi that has been used by [APT28](https://attack.mitre.org/groups/G0007) in rare instances between 2013 and 2015. (Citation: ESET Sednit Part 3),https://attack.mitre.org/software/S0134,31-May-17,30-Mar-20,1.2,Windows,Delphacy,Malware,
S0384,Dridex,[Dridex](https://attack.mitre.org/software/S0384) is a banking Trojan that has been used for financial gain. Dridex was created from the source code of the Bugat banking trojan (also known as Cridex).(Citation: Dell Dridex Oct 2015)(Citation: Kaspersky Dridex May 2017),https://attack.mitre.org/software/S0384,30-May-19,30-Mar-20,1.1,Windows,Bugat v5,Malware,
S0547,DropBook,[DropBook](https://attack.mitre.org/software/S0547) is a Python-based backdoor compiled with PyInstaller.(Citation: Cybereason Molerats Dec 2020),https://attack.mitre.org/software/S0547,22-Dec-20,19-Apr-21,1,Windows,,Malware,
S0502,Drovorub,"[Drovorub](https://attack.mitre.org/software/S0502) is a Linux malware toolset comprised of an agent, client, server, and kernel modules, that has been used by [APT28](https://attack.mitre.org/groups/G0007).(Citation: NSA/FBI Drovorub August 2020)",https://attack.mitre.org/software/S0502,25-Aug-20,18-Sep-20,1,Linux,,Malware,
S0567,Dtrack,"[Dtrack](https://attack.mitre.org/software/S0567) is spyware that was discovered in 2019 and has been used against Indian financial institutions, research facilities, and the Kudankulam Nuclear Power Plant. [Dtrack](https://attack.mitre.org/software/S0567) shares similarities with the DarkSeoul campaign, which was attributed to [Lazarus Group](https://attack.mitre.org/groups/G0032). (Citation: Kaspersky Dtrack)(Citation: Securelist Dtrack)(Citation: Dragos WASSONITE)(Citation: CyberBit Dtrack)(Citation: ZDNet Dtrack)",https://attack.mitre.org/software/S0567,25-Jan-21,27-Apr-21,1,Windows,,Malware,
S0038,Duqu,[Duqu](https://attack.mitre.org/software/S0038) is a malware platform that uses a modular approach to extend functionality after deployment within a target network. (Citation: Symantec W32.Duqu),https://attack.mitre.org/software/S0038,31-May-17,30-Mar-20,1.2,Windows,,Malware,
S0062,DustySky,[DustySky](https://attack.mitre.org/software/S0062) is multi-stage malware written in .NET that has been used by [Molerats](https://attack.mitre.org/groups/G0021) since May 2015. (Citation: DustySky) (Citation: DustySky2)(Citation: Kaspersky MoleRATs April 2019),https://attack.mitre.org/software/S0062,31-May-17,27-Apr-21,1.1,Windows,NeD Worm,Malware,
S0024,Dyre,"[Dyre](https://attack.mitre.org/software/S0024) is a banking Trojan that has been used for financial gain. 
 (Citation: Symantec Dyre June 2015)(Citation: Malwarebytes Dyreza November 2015)",https://attack.mitre.org/software/S0024,31-May-17,22-Jun-20,1.2,Windows,"Dyreza, Dyzap",Malware,"Josh Campbell, Cyborg Security, @cyb0rgsecur1ty"
S0593,ECCENTRICBANDWAGON,[ECCENTRICBANDWAGON](https://attack.mitre.org/software/S0593) is a Remote Access Tool (RAT) used by [Lazarus Group](https://attack.mitre.org/groups/G0032) that was first identified in August 2020. It is a reconnaissance tool--with keylogging and screen capture functionality--used for information gathering on compromised systems.(Citation: CISA EB Aug 2020),https://attack.mitre.org/software/S0593,18-Mar-21,14-Apr-21,1,Windows,,Malware,
S0064,ELMER,"[ELMER](https://attack.mitre.org/software/S0064) is a non-persistent, proxy-aware HTTP backdoor written in Delphi that has been used by [APT16](https://attack.mitre.org/groups/G0023). (Citation: FireEye EPS Awakens Part 2)",https://attack.mitre.org/software/S0064,31-May-17,30-Mar-20,1.1,Windows,,Malware,
S0568,EVILNUM,[EVILNUM](https://attack.mitre.org/software/S0568) is fully capable backdoor that was first identified in 2018. [EVILNUM](https://attack.mitre.org/software/S0568) is used by the APT group [Evilnum](https://attack.mitre.org/groups/G0120) which has the same name.(Citation: ESET EvilNum July 2020)(Citation: Prevailion EvilNum May 2020),https://attack.mitre.org/software/S0568,28-Jan-21,27-Apr-21,1,Windows,,Malware,
S0377,Ebury,"[Ebury](https://attack.mitre.org/software/S0377) is an SSH backdoor targeting Linux operating systems. Attackers require root-level access, which allows them to replace SSH binaries (ssh, sshd, ssh-add, etc) or modify a shared library used by OpenSSH (libkeyutils).(Citation: ESET Ebury Feb 2014)(Citation: BleepingComputer Ebury March 2017)(Citation: ESET Ebury Oct 2017)",https://attack.mitre.org/software/S0377,19-Apr-19,23-Apr-21,1.3,Linux,,Malware,"Marc-Etienne M.Léveillé, ESET"
